_RAJ2000, _DEJ2000, ObjType, ObjName, RAICRS, DEICRS, plx, e_plx, r_plx, pmRA, e_pmRA, pmDE, e_pmDE, r_pmDE, RV, e_RV, r_RV, SpType, GCode, Gmag, Gest, GBPmag, GRPmag, Umag, Bmag, Vmag, Rmag, Imag, Jmag, Hmag, Ksmag, GaiaDR2, GaiaEDR3, SIMBAD, Common, GJ, HD, HIP
246.35259599540, +54.30410151863, LM    , GJ 625                      , 246.355888333, +54.303338666, 154.3503,   0.0161, 2020yCat.1350....0G            ,    432.230235890,      0.019171849,   -171.651926789,      0.022313258, 2020yCat.1350....0G           ,  -13.0590,    0.0116, 2018A&A...616A...7S, M1.5    ,  3,  9.13977,       , 10.34535,  8.04989,       , 11.780, 10.070,  9.660,       ,  6.608,  6.063,  5.833, 1428427236986209024, 1428427236986209024, G 202-48                  ,                  , GJ 625    ,             , HIP 80459
246.35588833300, +54.30333866600, Planet, GJ 625 b                    , 246.355888333, +54.303338666, 154.3503,   0.0161, FROM:GJ625                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
253.89689890548, -08.39465363129, LM    , GJ 644 A                    , 253.893246271, -08.398523023, 153.9659,   0.0570, FROM:GJ644C                    ,   -813.037505755,      0.062711960,   -870.609351534,      0.044425607, FROM:GJ644C                   ,          ,          ,                    , M3e     ,  3,  8.27120,       ,  9.25259,  6.74812, 11.647, 10.593,  9.023,  7.937,  6.565,  5.270,  4.775,  4.403, 4339465085630200960, 4339465085630200960, GJ 644 A                  , V1054 Oph        , GJ 644 A  , HD 152751 A , HIP 82817
253.89689890548, -08.39465363129, LM?   , GJ 644 Ba                   , 253.893246271, -08.398523023, 153.9659,   0.0570, FROM:GJ644C                    ,   -813.037505755,      0.062711960,   -870.609351534,      0.044425607, FROM:GJ644C                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 644 B                  ,                  , GJ 644 B  , HD 152751 Ba, 
253.89689890548, -08.39465363129, LM?   , GJ 644 Bb                   , 253.893246271, -08.398523023, 153.9659,   0.0570, FROM:GJ644C                    ,   -813.037505755,      0.062711960,   -870.609351534,      0.044425607, FROM:GJ644C                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 644 B                  ,                  , GJ 644 B  , HD 152751 Bb, 
253.89689890548, -08.39465363129, LM    , GJ 644 C                    , 253.893246271, -08.398523023, 153.9659,   0.0570, 2020yCat.1350....0G            ,   -813.037505755,      0.062711960,   -870.609351534,      0.044425607, 2020yCat.1350....0G           ,   14.4090,    0.0280, 2020A&A...636A..36L, M7      ,  3, 13.81329,       , 17.05317, 12.32419,       , 18.700, 16.916, 14.566, 12.240,  9.776,  9.201,  8.816, 4339417394313320192, 4339417394313320192, GJ 644 C                  , VB 8             , GJ 644 C  ,             , 
253.85509269044, -08.32258249174, LM    , GJ 643                      , 253.851420326, -08.326576264, 153.8754,   0.0474, 2020yCat.1350....0G            ,   -817.580275058,      0.052498914,   -898.594967724,      0.039712540, 2020yCat.1350....0G           ,   15.4980,    0.0250, 2020A&A...636A..36L, M3.5    ,  3, 10.44450,       , 12.00568,  9.22724, 14.691, 13.436, 11.759, 10.574,  9.044,  7.555,  7.056,  6.724, 4339465360508118912, 4339465360510320128, Wolf 629                  ,                  , GJ 643    ,             , HIP 82809
145.69309564884, -68.88500248226, LM    , L 100-115                   , 145.692160124, -68.879985379, 153.7593,   0.0249, 2020yCat.1350....0G            ,    -75.828241368,      0.029123876,   1128.848814186,      0.028421892, 2020yCat.1350....0G           ,          ,          ,                    , M4      ,  3, 11.13326,       , 12.99379,  9.83967,       , 14.510, 12.780, 11.350,  9.610,  7.953,  7.380,  7.037, 5243594081269535872, 5243594081269535872, L 100-115                 ,                  , GJ 1128   ,             , 
348.32072900167, +57.16835661793, *     , HD 219134                   , 348.337733955, +57.169666443, 152.8640,   0.0494, 2020yCat.1350....0G            ,   2074.413511999,      0.050308358,    294.451977280,      0.042956040, 2020yCat.1350....0G           ,  -18.4750,    0.0361, 2018A&A...616A...7S, K3      ,  3,  5.23190,       ,  5.76658,  4.55023,  7.460,  6.560,  5.570,  4.760,  4.230,  3.860,  3.400,  3.250, 2009481748875806976, 2009481748875806976, HD 219134                 ,                  , GJ 892    , HD 219134   , HIP 114622
348.33773395500, +57.16966644300, Planet, HD 219134 b                 , 348.337733955, +57.169666443, 152.8640,   0.0494, FROM:HD219134                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
348.33773395500, +57.16966644300, Planet, HD 219134 c                 , 348.337733955, +57.169666443, 152.8640,   0.0494, FROM:HD219134                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
348.33773395500, +57.16966644300, Planet, HD 219134 d                 , 348.337733955, +57.169666443, 152.8640,   0.0494, FROM:HD219134                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
348.33773395500, +57.16966644300, Planet, HD 219134 f                 , 348.337733955, +57.169666443, 152.8640,   0.0494, FROM:HD219134                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
126.28085264733, +28.09746679961, BD    , WISEA J082507.37+280548.2   , 126.280525000, +28.096445000, 152.6000,   2.0000, 2021ApJS..253....7K            ,    -66.700000000,      0.900000000,   -235.800000000,      0.900000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0.5    , 20,         ,  24.28,         ,         ,       ,       ,       ,       ,       , 22.530, 23.090,       ,                    ,                    , WISEA J082507.37+280548.2 ,                  ,           ,             , 
062.59198794881, +15.05304211184, BD    , WISE J041022.71+150248.4    , 062.596159000, +15.043733000, 151.3000,   2.0000, 2021ApJS..253....7K            ,    960.300000000,      2.000000000,  -2219.400000000,      0.800000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0      , 20,         ,  23.16,         ,         ,       ,       ,       ,       ,       , 19.440, 19.050, 19.910,                    ,                    , WISE J041022.71+150248.4  ,                  ,           ,             , 
080.35893554187, +10.42586339825, BD    , 2MASS J05212615+1025328     , 080.359997000, +10.423818000, 150.2000,   3.0000, 2021ApJS..253....7K            ,    223.700000000,      2.500000000,   -438.300000000,      2.500000000, 2021ApJS..253....7K           ,          ,          ,                    , T7.5    , 20,         ,  24.25,         ,         ,       ,       ,       ,       ,       , 15.471, 15.222, 14.797,                    ,                    , 2MASS J05212615+1025328   ,                  ,           ,             , 
189.70457671889, -38.38157511490, LM    , L 471-42                    , 189.700805436, -38.387409124, 150.0781,   0.0322, 2020yCat.1350....0G            ,   -665.163649829,      0.032372553,  -1312.638460449,      0.025047397, 2020yCat.1350....0G           ,          ,          ,                    , M4      ,  3, 11.22623,       , 13.01063,  9.95160,       , 14.430, 12.740, 12.473,       ,  8.174,  7.756,  7.386, 6153483658836320384, 6153483658836320384, L 471-42                  ,                  , GJ 3737   ,             , 
165.01773752921, +22.83295694934, LM    , Ross 104                    , 165.015678602, +22.831702303, 148.1986,   0.0253, 2020yCat.1350....0G            ,   -426.957722158,      0.024254516,   -282.298403195,      0.023139184, 2020yCat.1350....0G           ,    3.1550,    0.0048, 2018A&A...616A...7S, M2.5    ,  3,  8.97701,       , 10.27529,  7.84575, 12.826, 11.584, 10.020,  8.952,  7.646,  6.314,  5.760,  5.503, 3988987164339438208, 3988987164339438208, Ross 104                  ,                  , GJ 408    ,             , HIP 53767
222.84745194378, +19.10044994412, *     , ksi Boo A                   , 222.848051474, +19.100269640, 148.0695,   0.1317, 2020yCat.1350....0G            ,    127.467875777,      0.125810710,    -40.568645497,      0.129488320, 2020yCat.1350....0G           ,    1.9500,    0.0297, 2018A&A...616A...7S, G7      ,  3,  4.48048,       ,  4.86955,  3.94444,       ,  5.400,  4.675,       ,       ,       ,       ,       , 1237090738916392704, 1237090738916392704, ksi Boo A                 ,                  , GJ 566 A  , HD 131156 A , 
222.84601534084, +19.10191325887, *     , ksi Boo B                   , 222.846642665, +19.101104108, 148.1793,   0.0546, 2020yCat.1350....0G            ,    133.376045177,      0.041277938,   -182.059184408,      0.045075502, 2020yCat.1350....0G           ,          ,          ,                    , K5      ,  3,  6.43009,       ,  7.13300,  5.61512,       ,  7.981,  6.816,       ,       ,       ,       ,       , 1237090738916392832, 1237090738916392832, ksi Boo B                 ,                  , GJ 566 B  , HD 131156 B , 
122.98987155499, +08.77304246861, LM    , Ross 619                    , 122.994682561, +08.750401522, 147.7218,   0.0950, 2020yCat.1350....0G            ,   1069.811738087,      0.098320550,  -5094.220103378,      0.063500030, 2020yCat.1350....0G           ,   14.4160,    0.0240, 2020A&A...636A..36L, M4.5e   ,  3, 11.39729,       , 13.13009, 10.13798,       , 14.600, 12.834, 12.527,       ,  8.424,  7.927,  7.660, 3098328216938651264, 3098328182579892096, Ross 619                  ,                  , GJ 299    ,             , 
134.73468201301, +08.47388852179, LM    , G 41-14 A                   , 134.736350000, +08.472451192, 147.6600,   1.9800, 2006AJ....132.2360H            ,    371.200000000,      3.500000000,   -323.400000000,      2.800000000, 2012yCat.1322....0Z           ,   53.4430,    6.2070, 2015ApJS..220...16T, M4e     ,  3,  9.97131,       , 11.16065,  8.27675,       , 12.620, 10.980, 10.560,       ,  6.507,  5.970,  5.688,                    ,  585250252550906624, G 41-14 A                 ,                  , GJ 3522 A ,             , 
134.73481325294, +08.47390643279, LM?   , G 41-14 B                   , 134.736481240, +08.472469103, 147.6600,   1.9800, FROM:G41-14A                   ,    371.200000000,      3.500000000,   -323.400000000,      2.800000000, FROM:G41-14A                  ,          ,          ,                    ,         ,  3, 10.32900,       , 11.17467,  8.27447,       ,       ,       ,       ,       ,       ,       ,       ,                    ,  585250248258396416, G 41-14 B                 ,                  ,           ,             , 
134.73468201301, +08.47388852179, LM?   , G 41-14 C                   , 134.736350000, +08.472451192, 147.6600,   1.9800, FROM:G41-14A                   ,    371.200000000,      3.500000000,   -323.400000000,      2.800000000, FROM:G41-14A                  ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , G 41-14 C                 ,                  ,           ,             , 
322.40338322869, +17.64329596959, LM    , GJ 829 A                    , 322.408079882, +17.644977803, 147.4958,   0.0257, 2020yCat.1350....0G            ,   1007.039634716,      0.024796538,    378.400007153,      0.022814183, 2020yCat.1350....0G           ,  -25.1090,    0.0934, 2018A&A...616A...7S, M3e     ,  3,  9.10849,       , 10.57186,  7.91738, 13.177, 11.928, 10.303,  9.163,  7.709,  6.249,  5.737,  5.453, 1784473016438653056, 1784473016438653056, GJ 829 A                  , Ross 775 A       , GJ 829 A  ,             , HIP 106106
